"Ad name",Day,"Campaign name","Result type",Results,"Cost per result","Amount spent (INR)","Mobile app installs",CPI,Install2Activation%,"Link clicks",Impressions,"3-second video plays","Reporting starts","Reporting ends"
"New Sales ad",2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,292.46,1,292.46,2,204,5120,,2026-05-29,2026-05-29
IN_Static_Ln_Rej_28/05/26_03,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,2,671.29,1342.58,16,83.91125,0.4375,902,13015,,2026-05-29,2026-05-29
IN_Static_Overdue_28/05/26,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,4,931.7875,3727.15,57,65.38859649,0.40350877,546,28479,,2026-05-29,2026-05-29
"IN_Static_Offer-Creative-2_22/05/26 - Copy",2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,11.51,1,11.51,1,8,175,,2026-05-29,2026-05-29
IN_Static_Free-Chat_Loan-Management_18/05/26,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0,0,,,,,0,,2026-05-29,2026-05-29
"IN_Static_Free-Chat_Credit-Score-Improvement_18/05/26 _2",2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,10.85,,,,21,189,,2026-05-29,2026-05-29
IN_Static_Free-Chat_EMI-Reduction_18/05/26,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,164.35,164.35,5,32.87,0,127,1531,,2026-05-29,2026-05-29
IN_Static_Free-Chat_Loan-Rejection_18/05/26_2,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0.72,0.72,2,0.36,1,1,7,,2026-05-29,2026-05-29
IN_Static_Free-Chat_Loan-Rejection_18/05/26,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,5,342.134,1710.67,42,40.7302381,0.47619048,378,10241,,2026-05-29,2026-05-29
Celeb_Sushant_Ln_Rej_UGC_08/05/26,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,400.94,,,,504,6541,,2026-05-29,2026-05-29
UGC_Vidrow_SC1V2_Loan_Settlement_H2_29/05/26,2026-05-29,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,6,1145.63833333,6873.83,148,46.4447973,0.43243243,336,66711,29155,2026-05-29,2026-05-29
retargeting_reduce_interest_aiugc_skit,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,104.09,,,,212,1002,855,2026-05-29,2026-05-29
CR_tigeryadav519_ScoreImprove_Pad_29/05/26,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,854.95,18,47.49722222,0.55555556,55,8758,4258,2026-05-29,2026-05-29
"IN_AI-gen_Vikram-Betal-Malayalam_Loan-Rejection_29/05/26 - Copy",2026-05-29,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,148.77,,,,4,1300,246,2026-05-29,2026-05-29
"IN_AI-gen_Vikram-Betal-Telugu_Loan-Rejection_29/05/26 - Copy",2026-05-29,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,578.64,8,72.33,0.125,19,4244,1226,2026-05-29,2026-05-29
"IN_AI-gen_Vikram-Betal-Tamil_Loan-Rejection_29/05/26 - Copy",2026-05-29,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,192.1,3,64.03333333,0.66666667,12,1353,438,2026-05-29,2026-05-29
"IN_AI-gen_Vikram-Betal-Kannada_Loan-Rejection_29/05/26 - Copy",2026-05-29,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,3,790.07,2370.21,29,81.73137931,0.48275862,108,17855,5271,2026-05-29,2026-05-29
IN_AI-gen_Vikram-Betal-Malayalam_Loan-Rejection_29/05/26,2026-05-29,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,1084.67,10,108.467,0.8,32,8967,2048,2026-05-29,2026-05-29
IN_AI-gen_Vikram-Betal-Telugu_Loan-Rejection_29/05/26,2026-05-29,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,1847.84,17,108.69647059,0.23529412,68,13480,3962,2026-05-29,2026-05-29
IN_AI-gen_Vikram-Betal-Kannada_Loan-Rejection_29/05/26,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,11.24,,,,,98,32,2026-05-29,2026-05-29
Kannada_notebook1,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,2.1,,,,,34,3,2026-05-29,2026-05-29
CR_Praveen_Ln_Rej_UGC_24/04/26,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,265.83,16,16.614375,0.5,20,3313,564,2026-05-29,2026-05-29
CR_ItsMaari_ScoreImprove_25/05/26,2026-05-29,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,79,429.03886076,33894.07,1192,28.43462248,0.34395973,2900,341848,175734,2026-05-29,2026-05-29
"UGC_Bosswalla_ScoreImprove_26/05/26 – Copy",2026-05-29,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,3.36,,,,2,42,19,2026-05-29,2026-05-29
CR_ItsMaari_ScoreImprove_28/05/26,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,25,494.3812,12359.53,472,26.18544492,0.33474576,991,124442,64917,2026-05-29,2026-05-29
UGC_Bosswalla_Ln_Rej_27/05/26,2026-05-29,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,7.61,,,,1,63,25,2026-05-29,2026-05-29
UGC_Bosswala_HighEMI_27/05/26,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,28,860.80785714,24102.62,422,57.11521327,0.41469194,1989,164913,43575,2026-05-29,2026-05-29
UGC_Bosswalla_ScoreImprove_27/05/26,2026-05-29,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,Subscription_Payment_Success,6,467.61333333,2805.68,38,73.83368421,0.31578947,127,22461,5289,2026-05-29,2026-05-29
CR_gwalior_ScoreImprove_Pad_27/05/26,2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,0,0,5,0,0.2,,0,,2026-05-29,2026-05-29
CR_jeevan_keremoole_Ln_Rej_Pad_27/05/26,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,26,414.22807692,10769.93,412,26.1406068,0.35436893,733,109830,42130,2026-05-29,2026-05-29
CR_the_nani_33_Ln_Rej_Pad_27/05/26,2026-05-29,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,24,443.5875,10646.1,379,28.08997361,0.42216359,659,87273,45036,2026-05-29,2026-05-29
"IN_AI-gen_Vikram-Betal_Loan-Management_21/05/26 - Copy",2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,2,85.885,171.77,18,9.54277778,0.5,14,1503,553,2026-05-29,2026-05-29
UGC_Bosswalla_HighEMI_26/05/26,2026-05-29,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,18,542.99722222,9773.95,161,60.70776398,0.54658385,907,49546,16750,2026-05-29,2026-05-29
UGC_Bosswala_ScoreImprove_26/05/26,2026-05-29,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,34.12,4,8.53,0.25,4,185,39,2026-05-29,2026-05-29
"CR_Vijender_ScoreImprove_25/05/26 – Copy 2",2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,341.66,1024.98,29,35.34413793,0.37931034,92,10898,6110,2026-05-29,2026-05-29
UGC_Bosswalla_HighEMI_26/05/26,2026-05-29,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,4,557.66,2230.64,38,58.70105263,0.5,54,10437,3153,2026-05-29,2026-05-29
UGC_Bosswalla_ScoreImprove_26/05/26,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,26.36,2,13.18,0,,224,73,2026-05-29,2026-05-29
UGC_Bosswala_ScoreImprove_26/05/26,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,6,401.01333333,2406.08,45,53.46844444,0.33333333,227,11069,3450,2026-05-29,2026-05-29
CR_Dacchuvidu_LoanRejection_25/05/26,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,0,0,10,0,0.8,,0,,2026-05-29,2026-05-29
CR_KavyaRemo_LoanRejection_25/05/26,2026-05-29,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,0,1,0,1,,0,,2026-05-29,2026-05-29
CR_SuryaOfficial_LoanRejection_25/05/26,2026-05-29,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,0.35,1,0.35,1,1,6,2,2026-05-29,2026-05-29
CR_WonderingMinds_LoanRejection_25/05/26,2026-05-29,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,476.89333333,1430.68,32,44.70875,0.5,58,15937,6787,2026-05-29,2026-05-29
CR_Iamseenu_LoanRejection_25/05/26,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,162.14,162.14,2,81.07,0,4,1722,700,2026-05-29,2026-05-29
CR_2kFraud_LoanRejection_25/05/26,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,5,197.276,986.38,32,30.824375,0.46875,49,10707,3252,2026-05-29,2026-05-29
CR_Vijender_ScoreImprove_25/05/26,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,3,0,0,6,0,0.83333333,,0,,2026-05-29,2026-05-29
CR_NatkhatGang_Loan-Rejection_25/05/26,2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,7,305.67857143,2139.75,99,21.61363636,0.32323232,207,22244,12061,2026-05-29,2026-05-29
IN_AI_LowCibil_UGC_01/05/26,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,4,593.7775,2375.11,87,27.30011494,0.27586207,205,31327,5870,2026-05-29,2026-05-29
"CR_Vijender_ScoreImprove_25/05/26 – Copy 2",2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,493.30333333,1479.91,67,22.08820896,0.34328358,191,20128,11305,2026-05-29,2026-05-29
"CR_Praveen_Ln_Rej_UGC_02/04/26_01 – Copy",2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,6,464.00833333,2784.05,61,45.64016393,0.50819672,85,34647,5500,2026-05-29,2026-05-29
UGC_Bosswala_ScoreImprove_26/05/26,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,212.87,2,106.435,1,22,983,306,2026-05-29,2026-05-29
UGC_Bosswala_HighEMI_27/05/26,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,350.49,5,70.098,0.4,12,2669,582,2026-05-29,2026-05-29
UGC_Bosswalla_SC2_Ln_Rej_28/05/26,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,5.36,,,,1,63,29,2026-05-29,2026-05-29
UGC_Bosswalla_SC1_ScoreImprove_28/05/26,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,12,377.88,4534.56,148,30.63891892,0.32432432,239,34945,9622,2026-05-29,2026-05-29
UGC_Bosswalla_SC3_HighEMI_28/05/26,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,32,597.669375,19125.42,261,73.27747126,0.39846743,2031,134782,36980,2026-05-29,2026-05-29
UGC_Bosswalla_SC2_Ln_Rej_28/05/26,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,5,371.738,1858.69,27,68.84037037,0.37037037,436,12712,4308,2026-05-29,2026-05-29
UGC_Bosswalla_SC1_ScoreImprove_28/05/26,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,3,548.39333333,1645.18,23,71.52956522,0.34782609,985,11149,6644,2026-05-29,2026-05-29
CR_ItsMaari_ScoreImprove_28/05/26,2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,4,475.165,1900.66,62,30.65580645,0.27419355,185,20400,10177,2026-05-29,2026-05-29
CR_NatkhatGang_Loan-Rejection_25/05/26,2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,4,420.02,1680.08,82,20.48878049,0.2804878,152,17985,9534,2026-05-29,2026-05-29
CR_ItsMaari_ScoreImprove_25/05/26,2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,1052.92,1052.92,52,20.24846154,0.28846154,99,9665,4948,2026-05-29,2026-05-29
"CR_ItsMaari_ScoreImprove_25/05/26 – Copy",2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,4,900.3275,3601.31,110,32.73918182,0.37272727,291,36729,19011,2026-05-29,2026-05-29
"CR_NatkhatGang_Loan-Rejection_25/05/26 – Copy",2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,10,796.665,7966.65,343,23.22638484,0.36151603,786,90514,48790,2026-05-29,2026-05-29
"CR_ItsMaari_ScoreImprove_25/05/26 – Copy",2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,8,321.02875,2568.23,80,32.102875,0.375,201,26643,12776,2026-05-29,2026-05-29
CR_Vijender_ScoreImprove_25/05/26,2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,7,608.51428571,4259.6,173,24.62196532,0.3583815,659,53702,30456,2026-05-29,2026-05-29
"CR_ItsMaari_ScoreImprove_28/05/26 – Copy",2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,9,595.21555556,5356.94,167,32.07748503,0.37125749,546,52204,26525,2026-05-29,2026-05-29
"CR_ItsMaari_ScoreImprove_28/05/26 – Copy",2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,1454.96,1454.96,41,35.48682927,0.26829268,125,12848,6375,2026-05-29,2026-05-29
"CR_Vijender_ScoreImprove_25/05/26 – Copy 2",2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,534.39,534.39,18,29.68833333,0.38888889,58,6125,3092,2026-05-29,2026-05-29
"CR_NatkhatGang_Loan-Rejection_25/05/26 – Copy",2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,1331.61,1331.61,41,32.47829268,0.46341463,97,14347,7277,2026-05-29,2026-05-29
"CR_ItsMaari_ScoreImprove_25/05/26 – Copy",2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,202.46,404.92,16,25.3075,0.3125,39,3820,1755,2026-05-29,2026-05-29
"CR_Vaibhav_Ln_Rej_UGC_01/04/26_03 - Copy",2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,5.02,,,,,49,21,2026-05-29,2026-05-29
CR_Raghul_LoanRejection_25/05/26,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,1608.66,1608.66,86,18.70534884,0.40697674,178,22358,12826,2026-05-29,2026-05-29
"Vidrow_Credit-Score-Improvement_04/05/26 - Copy",2026-05-29,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,54.22,1,54.22,0,2,573,64,2026-05-29,2026-05-29
CR_Sachin_Ln_Mng_Pad_28/04/26_01,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,451.54,451.54,14,32.25285714,0.28571429,24,6332,3123,2026-05-29,2026-05-29
CR_Arun_Ln_Rej_Pad_30/04/26,2026-05-29,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,402.5,402.5,10,40.25,0.5,17,3171,753,2026-05-29,2026-05-29
Vidrow7_high_emi_ugc_29-04-26_3.mp4,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0,0,,,,,0,,2026-05-29,2026-05-29
Vidrow6_scoreimprove_ugc_29-04-26_2.mp4,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,0,1,0,1,,0,,2026-05-29,2026-05-29
CR_AntonyVarghese_Ln_Rej_Pad_29/04/26_01,2026-05-29,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,91.19,3,30.39666667,0.33333333,3,1234,377,2026-05-29,2026-05-29
UGC_Bosswallah_LowCibil_29/04/26,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,0,0,2,0,1.5,,0,,2026-05-29,2026-05-29
UGC_Bosswallah_LowCibil_29/04/26,2026-05-29,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,420.2,5,84.04,0.2,36,2936,651,2026-05-29,2026-05-29
Vidrow4_high_emi_notebook_29-04-26_2.mp4,2026-05-29,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,47,517.76468085,24334.94,295,82.49132203,0.38644068,1794,173226,36728,2026-05-29,2026-05-29
CR_Spydi_HighEMI_Pad_28/04/26_02,2026-05-29,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,5,436.504,2182.52,54,40.41703704,0.44444444,90,15112,6987,2026-05-29,2026-05-29
CR_Aadvikmineen_LowScoreMissedEMI_Pad_28/04/26_01,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,630.885,1261.77,56,22.53160714,0.375,118,20543,9449,2026-05-29,2026-05-29
IN_AI_LowCibil_UGC_01/05/26_01,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,1116.06,2232.12,75,29.7616,0.33333333,120,31081,4399,2026-05-29,2026-05-29
CR_Dinesh_Ln_Rej_UGC_28/04/26_01,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,6,854.05,5124.3,123,41.66097561,0.44715447,486,43513,7840,2026-05-29,2026-05-29
CR_Dindigul_HighEMI_HumanSkit_28/04/26_2,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,0,1,0,1,,0,,2026-05-29,2026-05-29
CR_Sahil_ScoreImprove_Pad_28/04/26_01,2026-05-29,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,5,789.418,3947.09,82,48.1352439,0.41463415,193,41491,19009,2026-05-29,2026-05-29
CR_SweetDoll_Ln_Rej_Pad_27/04/26_01,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,199.98,7,28.56857143,0.28571429,11,2904,961,2026-05-29,2026-05-29
CR_Brand_Fake_Ln_27/04/26,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,6,0,0,4,0,1.25,,0,,2026-05-29,2026-05-29
WB_Ln_Mng_27/04,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,0,1,0,0,,0,,2026-05-29,2026-05-29
IN_AI_Ln_Mng_Overdue_UGC_27/04/26,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,14,585.04142857,8190.58,150,54.60386667,0.29333333,235,54476,8126,2026-05-29,2026-05-29
CR_Kiran_Fake_Ln_UGC_27/06/26_01,2026-05-29,Marathi_ABO,Subscription_Payment_Success,1,0,0,1,0,1,,0,,2026-05-29,2026-05-29
CR_Melvin_LowCibil_Pad_27/04/26,2026-05-29,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,84.77,7,12.11,0.42857143,7,758,292,2026-05-29,2026-05-29
CR_Manish_LowCibil_Pad_Talkinghead_30/04/26_01,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,1111.07,1111.07,17,65.35705882,0.52941176,40,9322,3820,2026-05-29,2026-05-29
IN_AI_LowCibil_UGC_01/05/26_01,2026-05-29,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,Subscription_Payment_Success,5,456.436,2282.18,55,41.49418182,0.45454545,144,25712,4360,2026-05-29,2026-05-29
"CR_Manav_Enquiry_24/04/26 - Copy",2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0,0,,,,,0,,2026-05-29,2026-05-29
UGC_Bosswallah_LowCibil_02/05/2026,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,5,1071.252,5356.26,79,67.80075949,0.48101266,348,44641,7525,2026-05-29,2026-05-29
CR_SunnyRock_HighEMI_Pad_05/04/26_01,2026-05-29,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,1166.4,1166.4,41,28.44878049,0.2195122,70,9052,3639,2026-05-29,2026-05-29
CR_Soha_Ln_Rej_UGC_04/04/26_01,2026-05-29,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,693.645,1387.29,29,47.83758621,0.5862069,88,17606,5022,2026-05-29,2026-05-29
CR_Santosh_Ln_Rej_Pad_Relaunch_24/04/26_01,2026-05-29,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,984.49,984.49,37,26.60783784,0.40540541,73,8169,4244,2026-05-29,2026-05-29
Vidrow_ScreenRec_UGC_04/04/26_02,2026-05-29,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,57.04,2,28.52,0.5,2,650,57,2026-05-29,2026-05-29
Vidrow_ScreenRec_UGC_04/04/26_01,2026-05-29,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,202.30333333,606.91,9,67.43444444,0.77777778,41,5085,1339,2026-05-29,2026-05-29
CR_Ze4tech_Ln_Rej_Pad_04/05/26_01,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,0,0,1,0,1,,0,,2026-05-29,2026-05-29
IN_AI_ScoreImprove_UGC_04/05/26_01,2026-05-29,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,0,0,1,0,0,,0,,2026-05-29,2026-05-29
CR_Bunny_Ln_Rej_Pad_04/05/26_02,2026-05-29,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,222.03666667,666.11,36,18.50305556,0.52777778,77,11065,6369,2026-05-29,2026-05-29
CR_Vicky_Recovery_Pad_04/05/26_05,2026-05-29,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,408.99666667,1226.99,35,35.05685714,0.42857143,54,11024,4423,2026-05-29,2026-05-29
Vidrow4_high_emi_notebook_29-04-26_3.mp4,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,27,343.14222222,9264.84,147,63.02612245,0.43537415,230,55808,11316,2026-05-29,2026-05-29
CR_Srinu_Ln_Rej_Pad_01/04/26,2026-05-29,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,4,1275.1375,5100.55,126,40.48055556,0.41269841,219,47784,19873,2026-05-29,2026-05-29
CR_Akshay_Ln_Rej_Pad_04/04/26_01,2026-05-29,Marathi_ABO,,,,0,1,0,0,,0,,2026-05-29,2026-05-29
CR_Venky_Relaunch_Pad_03/04/26_01,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,616.54,1233.08,65,18.97046154,0.4,119,22619,8952,2026-05-29,2026-05-29
"CR_Harsh_LowScoreReject_HumanSkit_Relaunch_03/05/26 - Copy",2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,0,5,0,1,,0,,2026-05-29,2026-05-29
CR_Aarchit_UGC_ScoreImprove_02/04/26_01,2026-05-29,Marathi_ABO,,,,0,1,0,0,,0,,2026-05-29,2026-05-29
CR_Cartoon_Ln_Rej_Pad_02/04/26_01,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,411.48,20,20.574,0.75,37,5250,2346,2026-05-29,2026-05-29
CR_Aarchit_ScoreImprove_UGC_02/04/26_05,2026-05-29,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,,,,0.21,,,,,2,,2026-05-29,2026-05-29
AI_Aloo_Ln_Rej_Cartoon_01/04/26_01,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,779.45,17,45.85,0.17647059,43,8289,3035,2026-05-29,2026-05-29
CR_Dindigul_Ln_Rej_UGC_01/04/26_04,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,480.98,480.98,10,48.098,0.3,59,3768,1264,2026-05-29,2026-05-29
CR_Techofficial_Fake_Ln_UGC_01/04/26_01,2026-05-29,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,856.01,17,50.35352941,0.23529412,28,6301,1839,2026-05-29,2026-05-29
CR_Neeraj_Ln_Rej_Pad_27/04/26_01,2026-05-29,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,0.07,,,,1,1,1,2026-05-29,2026-05-29
"static_cibil-dispute_google-search_14/03/2026 - Copy 2",2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,0,8,0,0.5,,0,,2026-05-29,2026-05-29
CR_Cherry_Ln_Rej_Pad_05/04/26_01,2026-05-29,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,154.29,8,19.28625,0.125,12,2256,690,2026-05-29,2026-05-29
retargeting_rejection2,2026-05-29,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,92.27,,,,58,870,398,2026-05-29,2026-05-29
retargeting_ad-1,2026-05-29,fb_app-web_cbo_hindi_subscribe_bau_retargeting_01apr2026,"Website subscriptions",5,681.02,3405.1,13,261.93076923,0.15384615,953,109499,11182,2026-05-29,2026-05-29
CR_Vinnu_LoanReject_HumanSkit_19/03/26_10,2026-05-29,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,562.98,1125.96,42,26.80857143,0.28571429,71,10014,4731,2026-05-29,2026-05-29
